Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
143	Spectrogram 1	1	2639.988240859	2640.205868374	0.000	8000.000	0.2176	8000.000		h24
144	Waveform 1	1	2660.415415212	2660.466095592	0.000	8000.000	0.0507	8000.000		cl31
144	Spectrogram 1	1	2660.415415212	2660.466095592	0.000	8000.000	0.0507	8000.000		cl31
145	Waveform 1	1	2685.075891224	2685.171289587	0.000	8000.000	0.0954	8000.000		sh1
145	Spectrogram 1	1	2685.075891224	2685.171289587	0.000	8000.000	0.0954	8000.000		sh1
146	Waveform 1	1	2746.279894104	2746.607825976	0.000	8000.000	0.3279	8000.000		t2
146	Spectrogram 1	1	2746.279894104	2746.607825976	0.000	8000.000	0.3279	8000.000		t2
147	Waveform 1	1	2817.196627109	2817.235382694	0.000	8000.000	0.0388	8000.000		l30
147	Spectrogram 1	1	2817.196627109	2817.235382694	0.000	8000.000	0.0388	8000.000		l30
148	Waveform 1	1	2817.271157080	2817.324818659	0.000	8000.000	0.0537	8000.000		l31
148	Spectrogram 1	1	2817.271157080	2817.324818659	0.000	8000.000	0.0537	8000.000		l31
149	Waveform 1	1	2817.804791672	2817.843547257	0.000	8000.000	0.0388	8000.000		l32
149	Spectrogram 1	1	2817.804791672	2817.843547257	0.000	8000.000	0.0388	8000.000		l32
150	Waveform 1	1	2817.867396848	2817.903171234	0.000	8000.000	0.0358	8000.000		l33
150	Spectrogram 1	1	2817.867396848	2817.903171234	0.000	8000.000	0.0358	8000.000		l33
151	Waveform 1	1	2817.912114830	2817.983663602	0.000	8000.000	0.0715	8000.000		l34
151	Spectrogram 1	1	2817.912114830	2817.983663602	0.000	8000.000	0.0715	8000.000		l34
152	Waveform 1	1	2818.040306380	2818.102911556	0.000	8000.000	0.0626	8000.000		l35
152	Spectrogram 1	1	2818.040306380	2818.102911556	0.000	8000.000	0.0626	8000.000		l35
153	Waveform 1	1	2819.832006990	2820.058578102	0.000	8000.000	0.2266	8000.000		h25
153	Spectrogram 1	1	2819.832006990	2820.058578102	0.000	8000.000	0.2266	8000.000		h25
154	Waveform 1	1	2822.679051988	2822.899660702	0.000	8000.000	0.2206	8000.000		h26
154	Spectrogram 1	1	2822.679051988	2822.899660702	0.000	8000.000	0.2206	8000.000		h26
155	Waveform 1	1	2844.733939681	2844.787601260	0.000	8000.000	0.0537	8000.000		n1
155	Spectrogram 1	1	2844.733939681	2844.787601260	0.000	8000.000	0.0537	8000.000		n1
156	Waveform 1	1	2844.927717605	2844.993303980	0.000	8000.000	0.0656	8000.000		n2
156	Spectrogram 1	1	2844.927717605	2844.993303980	0.000	8000.000	0.0656	8000.000		n2
157	Waveform 1	1	2845.100627138	2845.169194711	0.000	8000.000	0.0686	8000.000		n3
157	Spectrogram 1	1	2845.100627138	2845.169194711	0.000	8000.000	0.0686	8000.000		n3
158	Waveform 1	1	2845.273536670	2845.354029039	0.000	8000.000	0.0805	8000.000		n4
158	Spectrogram 1	1	2845.273536670	2845.354029039	0.000	8000.000	0.0805	8000.000		n4
159	Waveform 1	1	2845.437502607	2845.509051379	0.000	8000.000	0.0715	8000.000		n5
159	Spectrogram 1	1	2845.437502607	2845.509051379	0.000	8000.000	0.0715	8000.000		n5
160	Waveform 1	1	2845.598487344	2845.649167724	0.000	8000.000	0.0507	8000.000		b4
160	Spectrogram 1	1	2845.598487344	2845.649167724	0.000	8000.000	0.0507	8000.000		b4
161	Waveform 1	1	2896.246071324	2896.362338079	0.000	8000.000	0.1163	8000.000		ht6
161	Spectrogram 1	1	2896.246071324	2896.362338079	0.000	8000.000	0.1163	8000.000		ht6
162	Waveform 1	1	2908.662763387	2908.934052481	0.000	8000.000	0.2713	8000.000		t3
162	Spectrogram 1	1	2908.662763387	2908.934052481	0.000	8000.000	0.2713	8000.000		t3
163	Waveform 1	1	2925.411137361	2925.652614467	0.000	8000.000	0.2415	8000.000		t4
163	Spectrogram 1	1	2925.411137361	2925.652614467	0.000	8000.000	0.2415	8000.000		t4
164	Waveform 1	1	2940.290301191	2940.540721894	0.000	8000.000	0.2504	8000.000		mo2
164	Spectrogram 1	1	2940.290301191	2940.540721894	0.000	8000.000	0.2504	8000.000		mo2
165	Waveform 1	1	2942.430802065	2942.681222767	0.000	8000.000	0.2504	8000.000		t5
165	Spectrogram 1	1	2942.430802065	2942.681222767	0.000	8000.000	0.2504	8000.000		t5
166	Waveform 1	1	2964.360501362	2964.607940866	0.000	8000.000	0.2474	8000.000		t6
166	Spectrogram 1	1	2964.360501362	2964.607940866	0.000	8000.000	0.2474	8000.000		t6
167	Waveform 1	1	2974.450367482	2974.644145407	0.000	8000.000	0.1938	8000.000		h27
167	Spectrogram 1	1	2974.450367482	2974.644145407	0.000	8000.000	0.1938	8000.000		h27
168	Waveform 1	1	2999.826288094	3000.094595989	0.000	8000.000	0.2683	8000.000		mo3
168	Spectrogram 1	1	2999.826288094	3000.094595989	0.000	8000.000	0.2683	8000.000		mo3
169	Waveform 1	1	3003.934379578	3004.220574666	0.000	8000.000	0.2862	8000.000		mo4
169	Spectrogram 1	1	3003.934379578	3004.220574666	0.000	8000.000	0.2862	8000.000		mo4
170	Waveform 1	1	3007.216679606	3007.473062706	0.000	8000.000	0.2564	8000.000		mo5
170	Spectrogram 1	1	3007.216679606	3007.473062706	0.000	8000.000	0.2564	8000.000		mo5
171	Waveform 1	1	3032.419735335	3032.664193640	0.000	8000.000	0.2445	8000.000		t7
171	Spectrogram 1	1	3032.419735335	3032.664193640	0.000	8000.000	0.2445	8000.000		t7
172	Waveform 1	1	3256.794868580	3256.902191739	0.000	8000.000	0.1073	8000.000		ca1
172	Spectrogram 1	1	3256.794868580	3256.902191739	0.000	8000.000	0.1073	8000.000		ca1
173	Waveform 1	1	3256.946909721	3257.027402090	0.000	8000.000	0.0805	8000.000		ca2
173	Spectrogram 1	1	3256.946909721	3257.027402090	0.000	8000.000	0.0805	8000.000		ca2
174	Waveform 1	1	3257.143668844	3257.233104810	0.000	8000.000	0.0894	8000.000		ca3
174	Spectrogram 1	1	3257.143668844	3257.233104810	0.000	8000.000	0.0894	8000.000		ca3
175	Waveform 1	1	3257.361296360	3257.441788728	0.000	8000.000	0.0805	8000.000		ca4
175	Spectrogram 1	1	3257.361296360	3257.441788728	0.000	8000.000	0.0805	8000.000		ca4
176	Waveform 1	1	3257.611717062	3257.683265834	0.000	8000.000	0.0715	8000.000		ca5
176	Spectrogram 1	1	3257.611717062	3257.683265834	0.000	8000.000	0.0715	8000.000		ca5
177	Waveform 1	1	3258.216900426	3258.309317590	0.000	8000.000	0.0924	8000.000		ca6
177	Spectrogram 1	1	3258.216900426	3258.309317590	0.000	8000.000	0.0924	8000.000		ca6
178	Waveform 1	1	3258.440490339	3258.526945105	0.000	8000.000	0.0865	8000.000		ca7
178	Spectrogram 1	1	3258.440490339	3258.526945105	0.000	8000.000	0.0865	8000.000		ca7
179	Waveform 1	1	3259.161907858	3259.233456630	0.000	8000.000	0.0715	8000.000		l36
179	Spectrogram 1	1	3259.161907858	3259.233456630	0.000	8000.000	0.0715	8000.000		l36
180	Waveform 1	1	3259.245381425	3259.284137010	0.000	8000.000	0.0388	8000.000		l37
180	Spectrogram 1	1	3259.245381425	3259.284137010	0.000	8000.000	0.0388	8000.000		l37
181	Waveform 1	1	3259.334817390	3259.394441367	0.000	8000.000	0.0596	8000.000		ca8
181	Spectrogram 1	1	3259.334817390	3259.394441367	0.000	8000.000	0.0596	8000.000		ca8
182	Waveform 1	1	3259.570332098	3259.641880870	0.000	8000.000	0.0715	8000.000		ca9
182	Spectrogram 1	1	3259.570332098	3259.641880870	0.000	8000.000	0.0715	8000.000		ca9
183	Waveform 1	1	3259.731316836	3259.793922011	0.000	8000.000	0.0626	8000.000		ca10
183	Spectrogram 1	1	3259.731316836	3259.793922011	0.000	8000.000	0.0626	8000.000		ca10
184	Waveform 1	1	3259.931057158	3259.993662333	0.000	8000.000	0.0626	8000.000		ca11
184	Spectrogram 1	1	3259.931057158	3259.993662333	0.000	8000.000	0.0626	8000.000		ca11
185	Waveform 1	1	3260.139741076	3260.205327451	0.000	8000.000	0.0656	8000.000		ca12
185	Spectrogram 1	1	3260.139741076	3260.205327451	0.000	8000.000	0.0656	8000.000		ca12
186	Waveform 1	1	3260.390161779	3260.461710551	0.000	8000.000	0.0715	8000.000		ca13
186	Spectrogram 1	1	3260.390161779	3260.461710551	0.000	8000.000	0.0715	8000.000		ca13
187	Waveform 1	1	3261.037081926	3261.099687102	0.000	8000.000	0.0626	8000.000		m7
187	Spectrogram 1	1	3261.037081926	3261.099687102	0.000	8000.000	0.0626	8000.000		m7
188	Waveform 1	1	3261.120555494	3261.183160669	0.000	8000.000	0.0626	8000.000		e2
188	Spectrogram 1	1	3261.120555494	3261.183160669	0.000	8000.000	0.0626	8000.000		e2
189	Waveform 1	1	3261.543885729	3261.636302893	0.000	8000.000	0.0924	8000.000		ca14
189	Spectrogram 1	1	3261.543885729	3261.636302893	0.000	8000.000	0.0924	8000.000		ca14
190	Waveform 1	1	3261.937403975	3262.011933946	0.000	8000.000	0.0745	8000.000		ca15
190	Spectrogram 1	1	3261.937403975	3262.011933946	0.000	8000.000	0.0745	8000.000		ca15
191	Waveform 1	1	3262.166956286	3262.250429853	0.000	8000.000	0.0835	8000.000		ca16
191	Spectrogram 1	1	3262.166956286	3262.250429853	0.000	8000.000	0.0835	8000.000		ca16
192	Waveform 1	1	3262.399489795	3262.497869357	0.000	8000.000	0.0984	8000.000		ca17
192	Spectrogram 1	1	3262.399489795	3262.497869357	0.000	8000.000	0.0984	8000.000		ca17
193	Waveform 1	1	3262.617117310	3262.691647281	0.000	8000.000	0.0745	8000.000		ca18
193	Spectrogram 1	1	3262.617117310	3262.691647281	0.000	8000.000	0.0745	8000.000		ca18
194	Waveform 1	1	3272.294015544	3272.377489112	0.000	8000.000	0.0835	8000.000		e3
194	Spectrogram 1	1	3272.294015544	3272.377489112	0.000	8000.000	0.0835	8000.000		e3
